PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF,Offensive_Rating,Defensive_Rating,Scaled_Offensive_Rating,Scaled_Defensive_Rating
1629029,1,Luka Dončić,1610612742,DAL,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4.0,33.9,36.9,7.682285714285714,0.20857142857142855,8.775085283975923,6.177978422220521
1628983,3,Shai Gilgeous-Alexander,1610612760,OKC,75,34.0,10.6,19.8,0.535,1.3,3.6,0.353,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2.0,0.9,2.2,30.1,32.2,7.0970666666666675,0.1549333333333333,8.040873660639802,4.4542046063203
1628973,4,Jalen Brunson,1610612752,NYK,77,35.4,10.3,21.4,0.479,2.7,6.8,0.401,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,28.7,25.6,5.432727272727273,0.06376623376623376,5.952805384020829,1.5243567359260983
1628369,7,Jayson Tatum,1610612738,BOS,74,35.7,9.1,19.3,0.471,3.1,8.2,0.376,5.6,6.7,0.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,26.9,27.6,5.7043243243243245,0.19094594594594594,6.29354909863106,5.611546200726703
203999,10,Nikola Jokić,1610612743,DEN,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,26.4,38.5,4.720253164556961,0.2660759493670886,5.05894047365448,8.026008013939645
1630162,12,Anthony Edwards,1610612750,MIN,79,35.1,9.1,19.7,0.461,2.4,6.7,0.357,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,25.9,23.6,5.109873417721519,0.10759493670886074,5.547755251171421,2.932884950472225
202681,14,Kyrie Irving,1610612742,DAL,58,35.0,9.7,19.5,0.497,3.0,7.3,0.411,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,25.6,25.6,4.653620689655173,0.16120689655172415,4.975343848145475,4.65581885008219
1627759,19,Jaylen Brown,1610612738,BOS,70,33.5,9.0,17.9,0.499,2.1,5.9,0.354,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,23.0,21.2,4.225,0.12714285714285714,4.437599402493002,3.5610987833805186
1626157,28,Karl-Anthony Towns,1610612750,MIN,62,32.7,7.7,15.3,0.504,2.2,5.3,0.416,4.1,4.7,0.873,1.5,6.8,8.3,3.0,0.7,0.7,2.9,21.8,23.4,5.0888709677419355,0.2106451612903226,5.521405727935152,6.244622216078927
1627783,29,Pascal Siakam,1610612754,IND,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,3.6,5.0,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,21.7,23.7,4.150250000000001,0.14175,4.34381858816773,4.030530262453133
